entry_time,exit_time,direction,entry_price,exit_price,position_size,pnl,confidence,exit_reason,fees,slippage
2020-05-05 23:15:00,2020-05-06 03:45:00,SELL,189.85995,192.19199999999998,5.261773217574322,-13.034822132044098,0.5030677921749982,STOP_LOSS,0.7641039,0.38205
2020-05-05 23:30:00,2020-05-06 03:45:00,SELL,189.85995,192.19199999999998,4.735922273138648,-11.808511437072895,0.5109294273951239,STOP_LOSS,0.7641039,0.38205
2020-05-06 00:15:00,2020-05-06 03:45:00,SELL,189.32048999999998,192.19199999999998,4.274749930989399,-13.038012154335373,0.505562418713198,STOP_LOSS,0.76302498,0.38151
2020-05-06 00:30:00,2020-05-06 03:45:00,SELL,189.32048999999998,192.19199999999998,3.8475026128835585,-11.811167207921269,0.5124058386525872,STOP_LOSS,0.76302498,0.38151
2020-05-06 01:15:00,2020-05-06 03:45:00,SELL,189.32048999999998,192.19199999999998,3.462937301856491,-10.706884071653935,0.5227406659660594,STOP_LOSS,0.76302498,0.38151
2020-05-06 01:30:00,2020-05-06 03:45:00,SELL,189.77004,192.19199999999998,3.1094066397881064,-8.294782585301153,0.5149503985670223,STOP_LOSS,0.76392408,0.38196
2020-05-06 01:45:00,2020-05-06 03:45:00,SELL,189.99981,192.19199999999998,2.795192749593897,-6.891977213732195,0.5087293289963775,STOP_LOSS,0.7643836199999999,0.38219000000000003
2020-05-06 02:00:00,2020-05-06 03:45:00,SELL,189.99981,192.19199999999998,2.515753193909467,-6.27939261415635,0.5166192143736286,STOP_LOSS,0.7643836199999999,0.38219000000000003
2020-05-06 02:45:00,2020-05-06 03:45:00,SELL,189.66015,192.19199999999998,2.268284630511837,-6.506660741761375,0.5116992939297889,STOP_LOSS,0.7637042999999999,0.38185
2020-05-06 04:30:00,2020-05-06 04:45:00,BUY,192.97277999999997,190.97883,1.2849535430140133,-3.3300363370927712,0.5105498693478567,STOP_LOSS,0.76790322,0.38395
2020-05-06 05:00:00,2020-05-06 06:15:00,SELL,190.97883,193.05285999999998,1.0473952465779448,-2.940392543260048,0.5096418490211345,STOP_LOSS,0.76806338,0.38403
2020-05-06 05:45:00,2020-05-06 10:15:00,SELL,191.37842999999998,193.83363999999997,0.940592585730563,-3.07977646241153,0.5143909387789312,STOP_LOSS,0.7704241399999999,0.38520999999999994
2020-05-06 04:00:00,2020-05-06 11:45:00,SELL,192.03777,195.57537999999997,1.5910170470297846,-6.403624115742993,0.50325099087443,STOP_LOSS,0.7752262999999999,0.38761
